,X,rt,stimulus,key_press,ListLength,Trial_index,Phase,correct,ExperimentalPhase,Block,word1,word2,save,date,subject_id,trial_type,trial_index,time_elapsed,internal_node_id,response,cue,target,SequenceLength,sequence,letterSeen,queriedPosition,Stimulus_type,TrialType,timeMs,timeMin,score,correct_01,validTrials,validID,W2VWordPairsSim,SimBins,Error_type,W2VReponseCueSim,W2VReponseTargetSim,averageSimToCue,averageSimToTarget
587,8636,7283.19999998808,<h1>bonsai</h1><br><br><br> Please press space as soon as you recall the target.,32,24,8,CuePresentation,False,True,3,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,781,1392909,0.0-781.0,roo,bonsai,tulip,,,,9,,,,,,0,True,False,0.549562972213874,3,Misspelled Intrusion,999.0,999.0,0.23055348148205204,0.24775534393525991
588,8638,12237.2000000179,<h1>kilt</h1><br><br><br> Please press space as soon as you recall the target.,32,24,9,CuePresentation,False,True,3,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,785,1412157,0.0-785.0,0,kilt,tiara,,,,7,,,,,,0,True,False,0.750416700964624,4,Omission,999.0,999.0,0.19476244306360582,0.12668882157156025
589,8640,4868.19999998808,<h1>binder</h1><br><br><br> Please press space as soon as you recall the target.,32,24,10,CuePresentation,False,True,3,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,789,1419567,0.0-789.0,barrel,binder,weed,,,,4,,,,,,0,True,False,0.193818930259629,1,Intrusion,0.31744238309704037,0.14545140649969365,0.22692023652831525,0.21809203143657904
590,8744,4521.30000001192,<h1>paint</h1><br><br><br> Please press space as soon as you recall the target.,32,14,1,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,993,1766390,0.0-993.0,makeup,paint,makeup,,,,9,,,,,,1,True,False,0.505935810169567,3,Correct,999.0,999.0,0.24315065320122592,0.16448373824443777
591,8746,1036.10000002384,<h1>skirt</h1><br><br><br> Please press space as soon as you recall the target.,32,14,2,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,997,1770824,0.0-997.0,blouse,skirt,blouse,,,,4,,,,,,1,True,False,0.999999967678032,5,Correct,999.0,999.0,0.28701765808128293,0.25959526155833107
592,8748,2962.90000000596,<h1>bumper</h1><br><br><br> Please press space as soon as you recall the target.,32,14,3,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1001,1777056,0.0-1001.0,tank,bumper,tank,,,,6,,,,,,1,False,False,0.337314081016891,2,Correct,999.0,999.0,0.25146004492900764,0.20067919770618198
593,8750,7872.90000000596,<h1>flag</h1><br><br><br> Please press space as soon as you recall the target.,32,14,4,CuePresentation,False,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1005,1788165,0.0-1005.0,suit,flag,banner,,,,5,,,,,,0,True,False,0.616673037290324,4,Intrusion,0.18896195560913395,0.20671702466643177,0.20644677760557034,0.16538483299258086
594,8752,5259.90000000596,<h1>tape</h1><br><br><br> Please press space as soon as you recall the target.,32,14,5,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1009,1796293,0.0-1009.0,wire,tape,wire,,,,11,,,,,,1,False,False,0.501096990479819,3,Correct,999.0,999.0,0.21218932988584263,0.24908326129547265
595,8754,12387.2000000179,<h1>boar</h1><br><br><br> Please press space as soon as you recall the target.,32,14,6,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1013,1811566,0.0-1013.0,coal,boar,coat,,,,2,,,,,,1,True,False,0.281532111177466,2,Correct,999.0,999.0,0.16970728122429846,0.3088259353526084
596,8756,4212.79999998212,<h1>sheet</h1><br><br><br> Please press space as soon as you recall the target.,32,14,7,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1017,1820063,0.0-1017.0,suit,sheet,suit,,,,3,,,,,,1,False,False,0.153411380957624,1,Correct,999.0,999.0,0.19475773714500486,0.2105152904229177
597,8758,13026.1999999881,<h1>cannon</h1><br><br><br> Please press space as soon as you recall the target.,32,14,8,CuePresentation,False,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1021,1836125,0.0-1021.0,loose,cannon,garlic,,,,7,,,,,,0,True,False,0.114988934111725,1,Intrusion,0.2908335600032686,0.21207628715342194,0.1921348226973292,0.12904553887328812
598,8760,1273.5,<h1>visor</h1><br><br><br> Please press space as soon as you recall the target.,32,14,9,CuePresentation,True,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1025,1840463,0.0-1025.0,helmet,visor,helmet,,,,13,,,,,,1,False,False,1.0000000639651,5,Correct,999.0,999.0,0.30670255921416256,0.2800372705698958
599,8762,7914.59999999404,<h1>jewel</h1><br><br><br> Please press space as soon as you recall the target.,32,14,10,CuePresentation,False,True,4,,,True,11_8_2023_9_32_23,53rdlx49vf97c3s,html-keyboard-response,1029,1854622,0.0-1029.0,level,jewel,ruby,,,,8,,,,,,0,False,False,0.648686774326804,4,Intrusion,-0.06536228084245055,-0.025392994318773215,0.2031831832208184,0.21547066294570236
600,8849,4599.09999999404,<h1>towel</h1><br><br><br> Please press space as soon as you recall the target.,32,8,1,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,153,381255,0.0-153.0,bol,towel,bolt,,,,3,,,,,,1,False,True,0.275631401009094,2,Correct,999.0,999.0,0.29280311341315385,0.2756084921216391
601,8851,3682.80000001192,<h1>thumb</h1><br><br><br> Please press space as soon as you recall the target.,32,8,2,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,157,389133,0.0-157.0,anklet,thumb,anklet,,,,7,,,,,,1,True,True,0.47748479244258,3,Correct,999.0,999.0,0.2600275027872804,0.1430346527568878
602,8853,4027.89999997616,<h1>lamp</h1><br><br><br> Please press space as soon as you recall the target.,32,8,3,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,161,397630,0.0-161.0,can,lamp,candle,,,,5,,,,,,1,True,True,0.698749663319853,4,Correct,999.0,999.0,0.26597990300817836,0.23706322688714973
603,8855,1819.5,<h1>cannon</h1><br><br><br> Please press space as soon as you recall the target.,32,8,4,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,165,402934,0.0-165.0,gar,cannon,garlic,,,,1,,,,,,1,False,True,0.114988934111725,1,Correct,999.0,999.0,0.189398812321508,0.22547363984544327
604,8857,3611.69999998808,<h1>quiche</h1><br><br><br> Please press space as soon as you recall the target.,32,8,5,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,169,410070,0.0-169.0,pas,quiche,pasta,,,,2,,,,,,1,True,True,1.00000006075905,5,Correct,999.0,999.0,0.23895163218571028,0.18459103014475745
605,8859,6483.60000002384,<h1>locket</h1><br><br><br> Please press space as soon as you recall the target.,32,8,6,CuePresentation,False,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,173,420910,0.0-173.0,0,locket,kimono,,,,6,,,,,,0,False,True,0.0103429243642662,1,Omission,999.0,999.0,0.20123664612879996,0.14621184376541144
606,8861,3331.0,<h1>skunk</h1><br><br><br> Please press space as soon as you recall the target.,32,8,7,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,177,428158,0.0-177.0,rope,skunk,rope,,,,8,,,,,,1,False,True,0.323396853922166,2,Correct,999.0,999.0,0.24118254331714903,0.28664307609293804
607,8863,2571.5,<h1>kitten</h1><br><br><br> Please press space as soon as you recall the target.,32,8,8,CuePresentation,True,True,1,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,181,434158,0.0-181.0,bee,kitten,beetle,,,,4,,,,,,1,True,True,0.316639554830722,2,Correct,999.0,999.0,0.1940530864132952,0.16436632159435569
608,9015,6666.0,<h1>iguana</h1><br><br><br> Please press space as soon as you recall the target.,32,30,1,CuePresentation,False,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,513,1217073,0.0-513.0,0,iguana,otter,,,,1,,,,,,0,False,True,0.866536373711664,5,Omission,999.0,999.0,0.22170095087225153,0.2020029564279663
609,9017,3026.90000000596,<h1>stem</h1><br><br><br> Please press space as soon as you recall the target.,32,30,2,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,517,1223912,0.0-517.0,stu,stem,stump,,,,28,,,,,,1,False,True,0.402091789020628,3,Correct,999.0,999.0,0.1820233920603922,0.2460326585611022
610,9019,5810.59999999404,<h1>bonsai</h1><br><br><br> Please press space as soon as you recall the target.,32,30,3,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,521,1233649,0.0-521.0,tul,bonsai,tulip,,,,5,,,,,,1,True,True,0.549562972213874,3,Correct,999.0,999.0,0.1886934171293134,0.21013738966807935
611,9021,9179.5,<h1>bowtie</h1><br><br><br> Please press space as soon as you recall the target.,32,30,4,CuePresentation,False,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,525,1247968,0.0-525.0,0,bowtie,wolf,,,,9,,,,,,0,True,True,0.208376515332164,2,Omission,999.0,999.0,0.1432849887602351,0.14741730085407678
612,9023,10987.5,<h1>bucket</h1><br><br><br> Please press space as soon as you recall the target.,32,30,5,CuePresentation,False,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,529,1262832,0.0-529.0,0,bucket,shovel,,,,2,,,,,,0,True,True,1.00000008526887,5,Omission,999.0,999.0,0.3021842676480635,0.29015296044770467
613,9025,10266.6999999881,<h1>floss</h1><br><br><br> Please press space as soon as you recall the target.,32,30,6,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,533,1279192,0.0-533.0,pow,floss,powder,,,,6,,,,,,1,False,True,0.48735431534364,3,Correct,999.0,999.0,0.2706156754556728,0.24621605080586323
614,9027,4683.69999998808,<h1>globe</h1><br><br><br> Please press space as soon as you recall the target.,32,30,7,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,537,1287392,0.0-537.0,coal,globe,coal,,,,4,,,,,,1,True,True,0.0521687423182363,1,Correct,999.0,999.0,0.10793069439213267,0.14048506484172965
615,9029,2202.90000000596,<h1>vial</h1><br><br><br> Please press space as soon as you recall the target.,32,30,8,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,541,1293104,0.0-541.0,gob,vial,goblet,,,,20,,,,,,1,False,True,0.665338846800113,4,Correct,999.0,999.0,0.3030716910946307,0.23007307077938874
616,9031,3211.29999998212,<h1>chips</h1><br><br><br> Please press space as soon as you recall the target.,32,30,9,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,545,1299536,0.0-545.0,pot,chips,potato,,,,7,,,,,,1,True,True,0.603917424192587,4,Correct,999.0,999.0,0.2570745213528303,0.2429366238141931
617,9033,8425.29999998212,<h1>helmet</h1><br><br><br> Please press space as soon as you recall the target.,32,30,10,CuePresentation,True,True,2,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,549,1311176,0.0-549.0,visor,helmet,visor,,,,10,,,,,,1,False,True,1.0000000639651,5,Correct,999.0,999.0,0.2126684417366976,0.1990937585948286
618,9125,2287.40000000596,<h1>prune</h1><br><br><br> Please press space as soon as you recall the target.,32,10,1,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,721,1736941,0.0-721.0,tho,prune,thorn,,,,7,,,,,,1,True,True,0.999999978936332,5,Correct,999.0,999.0,0.28217853890150385,0.24229957001068003
619,9127,4587.20000001788,<h1>bear</h1><br><br><br> Please press space as soon as you recall the target.,32,10,2,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,725,1744941,0.0-725.0,gra,bear,grass,,,,6,,,,,,1,False,True,0.150062414002164,1,Correct,999.0,999.0,0.13128856450685084,0.25812404598131233
620,9129,1731.19999998808,<h1>jewel</h1><br><br><br> Please press space as soon as you recall the target.,32,10,3,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,729,1749917,0.0-729.0,ruby,jewel,ruby,,,,9,,,,,,1,True,True,0.648686774326804,4,Correct,999.0,999.0,0.2306369353165932,0.24229799868049698
621,9131,4555.29999998212,<h1>bonnet</h1><br><br><br> Please press space as soon as you recall the target.,32,10,4,CuePresentation,False,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,733,1757957,0.0-733.0,0,bonnet,scoop,,,,4,,,,,,0,True,True,0.295501525339056,2,Omission,999.0,999.0,0.22911807572482976,0.25316715296047576
622,9133,2891.5,<h1>wand</h1><br><br><br> Please press space as soon as you recall the target.,32,10,5,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,737,1764445,0.0-737.0,money,wand,money,,,,1,,,,,,1,False,True,0.215125963179727,2,Correct,999.0,999.0,0.2026024683074616,0.13052998189491513
623,9135,3378.09999999404,<h1>chip</h1><br><br><br> Please press space as soon as you recall the target.,32,10,6,CuePresentation,False,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,741,1771909,0.0-741.0,pot,chip,tablet,,,,8,,,,,,0,False,True,0.423135805458718,3,Intrusion,0.26261111793465036,0.26841284434738205,0.1864064038039561,0.1927881596103308
624,9137,5091.20000001788,<h1>stove</h1><br><br><br> Please press space as soon as you recall the target.,32,10,7,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,745,1779941,0.0-745.0,tee,stove,teepee,,,,2,,,,,,1,True,True,0.441684669598265,3,Correct,999.0,999.0,0.24437443871405495,0.1906685879848925
625,9139,6265.80000001192,<h1>sushi</h1><br><br><br> Please press space as soon as you recall the target.,32,10,8,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,749,1789421,0.0-749.0,sundae,sushi,sundae,,,,3,,,,,,1,False,True,0.610210725864509,4,Correct,999.0,999.0,0.16997816000191232,0.24225165133227483
626,9141,1402.30000001192,<h1>saucer</h1><br><br><br> Please press space as soon as you recall the target.,32,10,9,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,753,1796333,0.0-753.0,spoo,saucer,spoon,,,,10,,,,,,1,False,True,0.999999996637915,5,Correct,999.0,999.0,0.3182679687594659,0.2803939672106633
627,9143,2435.39999997616,<h1>hanger</h1><br><br><br> Please press space as soon as you recall the target.,32,10,10,CuePresentation,True,True,3,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,757,1802701,0.0-757.0,lime,hanger,lime,,,,5,,,,,,1,True,True,0.177170693013488,1,Correct,999.0,999.0,0.23340096707448382,0.2472451911785486
628,9265,4727.19999998808,<h1>earwig</h1><br><br><br> Please press space as soon as you recall the target.,32,20,1,CuePresentation,False,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1009,2393193,0.0-1009.0,al,earwig,walnut,,,,5,,,,,,0,True,True,0.242173377562161,2,unspecified,999.0,999.0,0.15159984007299682,0.16421135744257698
629,9267,5986.0,<h1>button</h1><br><br><br> Please press space as soon as you recall the target.,32,20,2,CuePresentation,False,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1013,2403329,0.0-1013.0,0,button,knob,,,,3,,,,,,0,False,True,0.874543616124306,5,Omission,999.0,999.0,0.228524956316935,0.23865599196946777
630,9269,10498.900000006,<h1>cape</h1><br><br><br> Please press space as soon as you recall the target.,32,20,3,CuePresentation,False,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1017,2417305,0.0-1017.0,0,cape,chime,,,,13,,,,,,0,False,True,0.257361994057368,2,Omission,999.0,999.0,0.18712705255750467,0.17148319705680476
631,9271,1730.0,<h1>grits</h1><br><br><br> Please press space as soon as you recall the target.,32,20,4,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1021,2422584,0.0-1021.0,gra,grits,gravy,,,,4,,,,,,1,True,True,0.999999922215502,5,Correct,999.0,999.0,0.19973350518406363,0.17867386263060472
632,9273,3459.60000002384,<h1>flask</h1><br><br><br> Please press space as soon as you recall the target.,32,20,5,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1025,2429649,0.0-1025.0,cig,flask,cigar,,,,6,,,,,,1,False,True,0.485236393705821,3,Correct,999.0,999.0,0.28246396722078654,0.17803319299593764
633,9275,3946.90000000596,<h1>cookie</h1><br><br><br> Please press space as soon as you recall the target.,32,20,6,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1029,2436840,0.0-1029.0,cer,cookie,cereal,,,,9,,,,,,1,True,True,0.432807624318706,3,Correct,999.0,999.0,0.18297741731940437,0.17160695221438482
634,9277,1547.40000000596,<h1>wrist</h1><br><br><br> Please press space as soon as you recall the target.,32,20,7,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1033,2442417,0.0-1033.0,kne,wrist,knee,,,,17,,,,,,1,False,True,0.669356171840164,4,Correct,999.0,999.0,0.19178855801911832,0.11385539782697134
635,9279,5401.90000000596,<h1>leash</h1><br><br><br> Please press space as soon as you recall the target.,32,20,8,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1037,2450896,0.0-1037.0,dri,leash,drink,,,,7,,,,,,1,True,True,0.108463556475143,1,Correct,999.0,999.0,0.15465575879551258,0.18652573269987852
636,9281,3634.09999999404,<h1>sink</h1><br><br><br> Please press space as soon as you recall the target.,32,20,9,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1041,2457576,0.0-1041.0,dra,sink,drain,,,,2,,,,,,1,True,True,0.631240283731934,4,Correct,999.0,999.0,0.2048941663114454,0.19133673072145985
637,9283,2139.19999998808,<h1>chalk</h1><br><br><br> Please press space as soon as you recall the target.,32,20,10,CuePresentation,True,True,4,,,True,11_8_2023_10_11_59,5xjvax8xodmwmxb,html-keyboard-response,1045,2462656,0.0-1045.0,clo,chalk,cloak,,,,20,,,,,,1,False,True,0.143585884717132,1,Correct,999.0,999.0,0.2089226339603183,0.18827287276383023
638,9418,3562.40000000014,<h1>teepee</h1><br><br><br> Please press space as soon as you recall the target.,32,24,1,CuePresentation,False,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,281,568877,0.0-281.0,0,teepee,stove,,,,7,,,,,,0,True,False,0.441684669598265,3,Omission,999.0,999.0,0.2218373062840184,0.2259100423018448
639,9420,1525.19999999995,<h1>teabag</h1><br><br><br> Please press space as soon as you recall the target.,32,24,2,CuePresentation,True,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,285,573296,0.0-285.0,coffee,teabag,coffee,,,,24,,,,,,1,False,False,0.806588166583034,5,Correct,999.0,999.0,0.19775277013538367,0.21686409171516302
640,9422,2589.80000000005,<h1>coal</h1><br><br><br> Please press space as soon as you recall the target.,32,24,3,CuePresentation,False,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,289,579794,0.0-289.0,house,coal,globe,,,,4,,,,,,0,True,False,0.0521687423182363,1,Intrusion,0.2515777539831091,0.15972372329382825,0.1210743666378741,0.10846174688999863
641,9424,2977.5,<h1>game</h1><br><br><br> Please press space as soon as you recall the target.,32,24,4,CuePresentation,False,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,293,586029,0.0-293.0,0,game,pepper,,,,10,,,,,,0,False,False,0.0586781382709476,1,Omission,999.0,999.0,0.12482733280180323,0.24659006729649158
642,9426,3756.19999999995,<h1>camel</h1><br><br><br> Please press space as soon as you recall the target.,32,24,5,CuePresentation,False,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,297,592782,0.0-297.0,coat,camel,crutch,,,,20,,,,,,0,False,False,0.366853562408624,2,Intrusion,0.3272762054223492,0.1623067518937236,0.19557927020983615,0.1460351396331135
643,9428,1704.30000000005,<h1>potato</h1><br><br><br> Please press space as soon as you recall the target.,32,24,6,CuePresentation,True,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,301,597737,0.0-301.0,chips,potato,chips,,,,2,,,,,,1,True,False,0.603917424192587,4,Correct,999.0,999.0,0.27545429351612943,0.2673384029346433
644,9430,1982.60000000009,<h1>fondue</h1><br><br><br> Please press space as soon as you recall the target.,32,24,7,CuePresentation,True,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,305,603111,0.0-305.0,sauce,fondue,sauce,,,,13,,,,,,1,False,False,0.600478527185145,4,Correct,999.0,999.0,0.20822299366909439,0.23185963484740213
645,9432,5104.5,<h1>mast</h1><br><br><br> Please press space as soon as you recall the target.,32,24,8,CuePresentation,True,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,309,614620,0.0-309.0,frame,mast,frame,,,,12,,,,,,1,False,False,0.455237418240569,3,Correct,999.0,999.0,0.19407856146315028,0.2308098321547862
646,9434,2164.69999999995,<h1>iguana</h1><br><br><br> Please press space as soon as you recall the target.,32,24,9,CuePresentation,False,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,313,620264,0.0-313.0,0,iguana,otter,,,,9,,,,,,0,True,False,0.866536373711664,5,Omission,999.0,999.0,0.2066041781762216,0.19381703856451832
647,9436,1649.80000000005,<h1>squash</h1><br><br><br> Please press space as soon as you recall the target.,32,24,10,CuePresentation,True,True,1,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,317,624679,0.0-317.0,root,squash,root,,,,5,,,,,,1,True,False,0.246029577781375,2,Correct,999.0,999.0,0.21506932310961702,0.17419877861081473
648,9510,2551.0,<h1>flag</h1><br><br><br> Please press space as soon as you recall the target.,32,4,1,CuePresentation,True,True,2,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,441,833432,0.0-441.0,banner,flag,banner,,,,4,,,,,,1,True,False,0.616673037290324,4,Correct,999.0,999.0,0.1764664059101831,0.07877599368553402
649,9512,6755.60000000009,<h1>clay</h1><br><br><br> Please press space as soon as you recall the target.,32,4,2,CuePresentation,False,True,2,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,445,843850,0.0-445.0,teepee,clay,tick,,,,1,,,,,,0,False,False,0.0153055198591734,1,Intrusion,0.19427362218199098,0.11461706183001115,0.16557969680683415,0.1721238254706242
650,9514,4529.39999999991,<h1>quiche</h1><br><br><br> Please press space as soon as you recall the target.,32,4,3,CuePresentation,False,True,2,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,449,852378,0.0-449.0,clay,quiche,pasta,,,,3,,,,,,0,False,False,1.00000006075905,5,Intrusion,0.32393299211215665,0.32393299211215665,0.24561968121235525,0.11988961795457272
651,9516,2923.60000000009,<h1>cobra</h1><br><br><br> Please press space as soon as you recall the target.,32,4,4,CuePresentation,True,True,2,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,453,858360,0.0-453.0,coyote,cobra,coyote,,,,2,,,,,,1,True,False,0.579578025639824,3,Correct,999.0,999.0,0.2500805421091646,0.1005248627125274
652,9620,4705.69999999995,<h1>lime</h1><br><br><br> Please press space as soon as you recall the target.,32,14,1,CuePresentation,False,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,657,1231161,0.0-657.0,0,lime,hanger,,,,9,,,,,,0,True,False,0.177170693013488,1,Omission,999.0,999.0,0.2691485610917627,0.23751327767921507
653,9622,2026.5,<h1>kilt</h1><br><br><br> Please press space as soon as you recall the target.,32,14,2,CuePresentation,True,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,661,1236407,0.0-661.0,tiara,kilt,tiara,,,,2,,,,,,1,True,False,0.750416700964624,4,Correct,999.0,999.0,0.21893504252915721,0.1507119019225809
654,9624,4944.60000000009,<h1>chalk</h1><br><br><br> Please press space as soon as you recall the target.,32,14,3,CuePresentation,False,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,665,1245555,0.0-665.0,coat,chalk,cloak,,,,11,,,,,,0,False,False,0.143585884717132,1,Intrusion,0.34360250868302666,0.5445482253499371,0.2610976921552758,0.22183308706038896
655,9626,1367.20000000019,<h1>squid</h1><br><br><br> Please press space as soon as you recall the target.,32,14,4,CuePresentation,True,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,669,1249860,0.0-669.0,fish,squid,fish,,,,6,,,,,,1,False,False,0.752440606490791,4,Correct,999.0,999.0,0.3226548379995497,0.25479594153816615
656,9628,1074.39999999991,<h1>roll</h1><br><br><br> Please press space as soon as you recall the target.,32,14,5,CuePresentation,True,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,673,1254176,0.0-673.0,leek,roll,leek,,,,7,,,,,,1,True,False,0.228290377679196,2,Correct,999.0,999.0,0.221308442992556,0.34551422682436633
657,9630,3069.30000000005,<h1>slicer</h1><br><br><br> Please press space as soon as you recall the target.,32,14,6,CuePresentation,False,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,677,1260610,0.0-677.0,0,slicer,hummus,,,,14,,,,,,0,False,False,0.500551068441678,3,Omission,999.0,999.0,0.2968608971910171,0.27794386384241493
658,9632,2723.19999999995,<h1>tulip</h1><br><br><br> Please press space as soon as you recall the target.,32,14,7,CuePresentation,True,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,681,1266517,0.0-681.0,bonsai,tulip,bonsai,,,,4,,,,,,1,True,False,0.549562972213874,3,Correct,999.0,999.0,0.2601396026326009,0.20845052795440655
659,9634,1613.69999999995,<h1>cannon</h1><br><br><br> Please press space as soon as you recall the target.,32,14,8,CuePresentation,True,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,685,1273259,0.0-685.0,garlic,cannon,garlic,,,,3,,,,,,1,False,False,0.114988934111725,1,Correct,999.0,999.0,0.14800635766057044,0.29526630468076565
660,9636,2756.40000000014,<h1>crank</h1><br><br><br> Please press space as soon as you recall the target.,32,14,9,CuePresentation,False,True,3,,,True,7_8_2023_13_49_1,670cl3b35l13wj1,html-keyboard-response,689,1279629,0.0-689.0,0,crank,pulley,,,,5,,,,,,0,True,False,0.999999982961594,5,Omission,999.0,999.0,0.22785490883747456,0.19815702137116226
