"X","rt","stimulus","key_press","ListLength","Trial_index","Phase","correct","ExperimentalPhase","Block","word1","word2","save","date","subject_id","trial_type","trial_index","time_elapsed","internal_node_id","response","cue","target","SequenceLength","sequence","letterSeen","queriedPosition","Stimulus_type","TrialType","timeMs","timeMin","score","correct_01","validTrials","validID","W2VWordPairsSim","SimBins","Error_type"
11432,5523,"<h1>sundae</h1><br><br><br> Please press space as soon as you recall the target.",32,8,4,"CuePresentation",FALSE,"True",1,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",165,311497,"0.0-165.0","0","sundae","sushi",NA,NA,NA,5,NA,NA,NA,NA,NA,0,"True","True",0.610210725864509,4,"Omission"
11434,1263.70000004768,"<h1>chest</h1><br><br><br> Please press space as soon as you recall the target.",32,8,5,"CuePresentation",TRUE,"True",1,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",169,316601,"0.0-169.0","dial","chest","dial",NA,NA,NA,3,NA,NA,NA,NA,NA,1,"False","True",0.197907306417201,1,"Correct"
11436,768.100000143051,"<h1>beetle</h1><br><br><br> Please press space as soon as you recall the target.",32,8,6,"CuePresentation",FALSE,"True",1,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",173,320489,"0.0-173.0","0","beetle","kitten",NA,NA,NA,7,NA,NA,NA,NA,NA,0,"True","True",0.316639554830722,2,"Omission"
11438,2483.30000019073,"<h1>throne</h1><br><br><br> Please press space as soon as you recall the target.",32,8,7,"CuePresentation",TRUE,"True",1,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",177,328376,"0.0-177.0","donkey","throne","donkey",NA,NA,NA,6,NA,NA,NA,NA,NA,1,"False","True",0.108564855475739,1,"Correct"
11440,1623.5,"<h1>ring</h1><br><br><br> Please press space as soon as you recall the target.",32,8,8,"CuePresentation",TRUE,"True",1,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",181,334457,"0.0-181.0","prism","ring","prism",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"False","True",0.359066430514316,2,"Correct"
11592,1809.09999990463,"<h1>teabag</h1><br><br><br> Please press space as soon as you recall the target.",32,30,1,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",513,986300,"0.0-513.0","coffee","teabag","coffee",NA,NA,NA,8,NA,NA,NA,NA,NA,1,"False","True",0.806588166583034,5,"Correct"
11594,1284.5,"<h1>spool</h1><br><br><br> Please press space as soon as you recall the target.",32,30,2,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",517,991708,"0.0-517.0","chisel","spool","chisel",NA,NA,NA,10,NA,NA,NA,NA,NA,1,"False","True",0.561989970663317,3,"Correct"
11596,1088.10000014305,"<h1>tomato</h1><br><br><br> Please press space as soon as you recall the target.",32,30,3,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",521,997178,"0.0-521.0","dough","tomato","dough",NA,NA,NA,5,NA,NA,NA,NA,NA,1,"True","True",0.445283558369461,3,"Correct"
11598,954.100000143051,"<h1>chalk</h1><br><br><br> Please press space as soon as you recall the target.",32,30,4,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",525,1003893,"0.0-525.0","cloak","chalk","cloak",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.143585884717132,1,"Correct"
11600,1179.40000009537,"<h1>snake</h1><br><br><br> Please press space as soon as you recall the target.",32,30,5,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",529,1011388,"0.0-529.0","koala","snake","koala",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.674045570966141,4,"Correct"
11602,4148.89999985695,"<h1>riser</h1><br><br><br> Please press space as soon as you recall the target.",32,30,6,"CuePresentation",FALSE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",533,1020605,"0.0-533.0","0","riser","daisy",NA,NA,NA,9,NA,NA,NA,NA,NA,0,"True","True",0.210706341768224,2,"Omission"
11604,827.900000095367,"<h1>orange</h1><br><br><br> Please press space as soon as you recall the target.",32,30,7,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",537,1026253,"0.0-537.0","amber","orange","amber",NA,NA,NA,7,NA,NA,NA,NA,NA,1,"True","True",0.999999963859867,5,"Correct"
11606,3499.90000009537,"<h1>raft</h1><br><br><br> Please press space as soon as you recall the target.",32,30,8,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",541,1033357,"0.0-541.0","shorts","raft","shorts",NA,NA,NA,27,NA,NA,NA,NA,NA,1,"False","True",0.213414433174442,2,"Correct"
11608,1578.39999985695,"<h1>muffin</h1><br><br><br> Please press space as soon as you recall the target.",32,30,9,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",545,1038810,"0.0-545.0","crumb","muffin","crumb",NA,NA,NA,13,NA,NA,NA,NA,NA,1,"False","True",0.999999975253751,5,"Correct"
11610,9811.59999990463,"<h1>horse</h1><br><br><br> Please press space as soon as you recall the target.",32,30,10,"CuePresentation",TRUE,"True",2,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",549,1053982,"0.0-549.0","pony","horse","pony",NA,NA,NA,17,NA,NA,NA,NA,NA,1,"False","True",0.653305820007919,4,"Correct"
11702,3085.20000004768,"<h1>badger</h1><br><br><br> Please press space as soon as you recall the target.",32,10,1,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",721,1418676,"0.0-721.0","acorn","badger","acorn",NA,NA,NA,10,NA,NA,NA,NA,NA,1,"False","True",0.168680108473489,1,"Correct"
11704,4106.40000009537,"<h1>switch</h1><br><br><br> Please press space as soon as you recall the target.",32,10,2,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",725,1429828,"0.0-725.0","blind","switch","blind",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.252173754849272,2,"Correct"
11706,1344.20000004768,"<h1>stove</h1><br><br><br> Please press space as soon as you recall the target.",32,10,3,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",729,1434516,"0.0-729.0","teepee","stove","teepee",NA,NA,NA,3,NA,NA,NA,NA,NA,1,"False","True",0.441684669598265,3,"Correct"
11708,806.5,"<h1>puddle</h1><br><br><br> Please press space as soon as you recall the target.",32,10,4,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",733,1438945,"0.0-733.0","sand","puddle","sand",NA,NA,NA,6,NA,NA,NA,NA,NA,1,"False","True",0.676405431577326,4,"Correct"
11710,1514.20000004768,"<h1>walnut</h1><br><br><br> Please press space as soon as you recall the target.",32,10,5,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",737,1443715,"0.0-737.0","earwig","walnut","earwig",NA,NA,NA,8,NA,NA,NA,NA,NA,1,"False","True",0.242173377562161,2,"Correct"
11712,1239,"<h1>lens</h1><br><br><br> Please press space as soon as you recall the target.",32,10,6,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",741,1450027,"0.0-741.0","crepe","lens","crepe",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.0896239999584382,1,"Correct"
11714,1065.40000009537,"<h1>banner</h1><br><br><br> Please press space as soon as you recall the target.",32,10,7,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",745,1455443,"0.0-745.0","flag","banner","flag",NA,NA,NA,5,NA,NA,NA,NA,NA,1,"True","True",0.616673037290324,4,"Correct"
11716,1017.40000009537,"<h1>tripod</h1><br><br><br> Please press space as soon as you recall the target.",32,10,8,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",749,1459979,"0.0-749.0","heater","tripod","heater",NA,NA,NA,7,NA,NA,NA,NA,NA,1,"True","True",0.426391146408292,3,"Correct"
11718,1251.89999985695,"<h1>prune</h1><br><br><br> Please press space as soon as you recall the target.",32,10,9,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",753,1466339,"0.0-753.0","thorn","prune","thorn",NA,NA,NA,9,NA,NA,NA,NA,NA,1,"True","True",0.999999978936332,5,"Correct"
11720,756.199999809265,"<h1>cello</h1><br><br><br> Please press space as soon as you recall the target.",32,10,10,"CuePresentation",TRUE,"True",3,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",757,1470827,"0.0-757.0","violin","cello","violin",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"False","True",0.808485246694099,5,"Correct"
11842,7205.5,"<h1>chime</h1><br><br><br> Please press space as soon as you recall the target.",32,20,1,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1009,2055705,"0.0-1009.0","cape","chime","cape",NA,NA,NA,6,NA,NA,NA,NA,NA,1,"False","True",0.257361994057368,2,"Correct"
11844,8996.70000004768,"<h1>crane</h1><br><br><br> Please press space as soon as you recall the target.",32,20,2,"CuePresentation",FALSE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1013,2068313,"0.0-1013.0","0","crane","barrel",NA,NA,NA,20,NA,NA,NA,NA,NA,0,"False","True",0.375189052412563,2,"Omission"
11846,1784.5,"<h1>mast</h1><br><br><br> Please press space as soon as you recall the target.",32,20,3,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1017,2077136,"0.0-1017.0","frame","mast","frame",NA,NA,NA,13,NA,NA,NA,NA,NA,1,"False","True",0.455237418240569,3,"Correct"
11848,1342.59999990463,"<h1>bucket</h1><br><br><br> Please press space as soon as you recall the target.",32,20,4,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1021,2083144,"0.0-1021.0","shovel","bucket","shovel",NA,NA,NA,7,NA,NA,NA,NA,NA,1,"True","True",1.00000008526887,5,"Correct"
11850,1564,"<h1>sink</h1><br><br><br> Please press space as soon as you recall the target.",32,20,5,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1025,2090849,"0.0-1025.0","drain","sink","drain",NA,NA,NA,11,NA,NA,NA,NA,NA,1,"False","True",0.631240283731934,4,"Correct"
11852,1736.29999995232,"<h1>bowtie</h1><br><br><br> Please press space as soon as you recall the target.",32,20,6,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1029,2095872,"0.0-1029.0","wolf","bowtie","wolf",NA,NA,NA,10,NA,NA,NA,NA,NA,1,"False","True",0.208376515332164,2,"Correct"
11854,1563.59999990463,"<h1>coal</h1><br><br><br> Please press space as soon as you recall the target.",32,20,7,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1033,2103374,"0.0-1033.0","globe","coal","globe",NA,NA,NA,5,NA,NA,NA,NA,NA,1,"True","True",0.0521687423182363,1,"Correct"
11856,1670.5,"<h1>anklet</h1><br><br><br> Please press space as soon as you recall the target.",32,20,8,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1037,2109448,"0.0-1037.0","thumb","anklet","thumb",NA,NA,NA,9,NA,NA,NA,NA,NA,1,"True","True",0.47748479244258,3,"Correct"
11858,1522.29999995232,"<h1>neck</h1><br><br><br> Please press space as soon as you recall the target.",32,20,9,"CuePresentation",TRUE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1041,2115517,"0.0-1041.0","chin","neck","chin",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.664305571140951,4,"Correct"
11860,9409.89999985695,"<h1>ramp</h1><br><br><br> Please press space as soon as you recall the target.",32,20,10,"CuePresentation",FALSE,"True",4,"","","True","11_8_2023_10_43_44","6qn7cmowtwh0oqe","html-keyboard-response",1045,2128561,"0.0-1045.0","","ramp","noose",NA,NA,NA,2,NA,NA,NA,NA,NA,0,"True","True",0.322929995896929,2,"Omission"
11929,638,"<h1>cello</h1><br><br><br> Please press space as soon as you recall the target.",32,2,1,"CuePresentation",TRUE,"True",1,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",105,191806,"0.0-105.0","violin","cello","violin",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.808485246694099,5,"Correct"
11931,1428,"<h1>earwig</h1><br><br><br> Please press space as soon as you recall the target.",32,2,2,"CuePresentation",TRUE,"True",1,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",109,197231,"0.0-109.0","walnut","earwig","walnut",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"False","True",0.242173377562161,2,"Correct"
12089,1793,"<h1>potato</h1><br><br><br> Please press space as soon as you recall the target.",32,32,1,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",457,853279,"0.0-457.0","chips","potato","chips",NA,NA,NA,5,NA,NA,NA,NA,NA,1,"True","True",0.603917424192587,4,"Correct"
12091,1104,"<h1>grits</h1><br><br><br> Please press space as soon as you recall the target.",32,32,2,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",461,857754,"0.0-461.0","gravy","grits","gravy",NA,NA,NA,30,NA,NA,NA,NA,NA,1,"False","True",0.999999922215502,5,"Correct"
12093,5800,"<h1>anklet</h1><br><br><br> Please press space as soon as you recall the target.",32,32,3,"CuePresentation",FALSE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",465,867014,"0.0-465.0","0","anklet","thumb",NA,NA,NA,26,NA,NA,NA,NA,NA,0,"False","True",0.47748479244258,3,"Omission"
12095,7130,"<h1>melon</h1><br><br><br> Please press space as soon as you recall the target.",32,32,4,"CuePresentation",FALSE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",469,877893,"0.0-469.0","0","melon","radish",NA,NA,NA,17,NA,NA,NA,NA,NA,0,"False","True",0.568227410855373,3,"Omission"
12097,1936,"<h1>eraser</h1><br><br><br> Please press space as soon as you recall the target.",32,32,5,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",473,883193,"0.0-473.0","mirror","eraser","mirror",NA,NA,NA,24,NA,NA,NA,NA,NA,1,"False","True",0.240063744300811,2,"Correct"
12099,2105,"<h1>crutch</h1><br><br><br> Please press space as soon as you recall the target.",32,32,6,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",477,888816,"0.0-477.0","camel","crutch","camel",NA,NA,NA,7,NA,NA,NA,NA,NA,1,"True","True",0.366853562408624,2,"Correct"
12101,6619,"<h1>yogurt</h1><br><br><br> Please press space as soon as you recall the target.",32,32,7,"CuePresentation",FALSE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",481,898643,"0.0-481.0","0","yogurt","cocoon",NA,NA,NA,3,NA,NA,NA,NA,NA,0,"False","True",0.135617011678999,1,"Omission"
12103,1645,"<h1>panda</h1><br><br><br> Please press space as soon as you recall the target.",32,32,8,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",485,903431,"0.0-485.0","tiger","panda","tiger",NA,NA,NA,9,NA,NA,NA,NA,NA,1,"True","True",1.0000000621733,5,"Correct"
12105,1463,"<h1>suit</h1><br><br><br> Please press space as soon as you recall the target.",32,32,9,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",489,908116,"0.0-489.0","sheet","suit","sheet",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.153411380957624,1,"Correct"
12107,1376,"<h1>rosary</h1><br><br><br> Please press space as soon as you recall the target.",32,32,10,"CuePresentation",TRUE,"True",2,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",493,912643,"0.0-493.0","altar","rosary","altar",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.461896339092241,3,"Correct"
12235,2489,"<h1>cannon</h1><br><br><br> Please press space as soon as you recall the target.",32,22,1,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",761,1406296,"0.0-761.0","garlic","cannon","garlic",NA,NA,NA,8,NA,NA,NA,NA,NA,1,"False","True",0.114988934111725,1,"Correct"
12237,1036,"<h1>medal</h1><br><br><br> Please press space as soon as you recall the target.",32,22,2,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",765,1410784,"0.0-765.0","torso","medal","torso",NA,NA,NA,7,NA,NA,NA,NA,NA,1,"True","True",0.0172931447275061,1,"Correct"
12239,2144,"<h1>cookie</h1><br><br><br> Please press space as soon as you recall the target.",32,22,3,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",769,1416379,"0.0-769.0","cereal","cookie","cereal",NA,NA,NA,10,NA,NA,NA,NA,NA,1,"False","True",0.432807624318706,3,"Correct"
12241,1031,"<h1>orchid</h1><br><br><br> Please press space as soon as you recall the target.",32,22,4,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",773,1420987,"0.0-773.0","flower","orchid","flower",NA,NA,NA,9,NA,NA,NA,NA,NA,1,"True","True",1.0000000758957,5,"Correct"
12243,2369,"<h1>lamp</h1><br><br><br> Please press space as soon as you recall the target.",32,22,5,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",777,1426516,"0.0-777.0","candle","lamp","candle",NA,NA,NA,14,NA,NA,NA,NA,NA,1,"False","True",0.698749663319853,4,"Correct"
12245,1038,"<h1>knee</h1><br><br><br> Please press space as soon as you recall the target.",32,22,6,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",781,1431152,"0.0-781.0","wrist","knee","wrist",NA,NA,NA,5,NA,NA,NA,NA,NA,1,"True","True",0.669356171840164,4,"Correct"
12247,1449,"<h1>seed</h1><br><br><br> Please press space as soon as you recall the target.",32,22,7,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",785,1435948,"0.0-785.0","leaf","seed","leaf",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"False","True",0.449197073479032,3,"Correct"
12249,2015,"<h1>button</h1><br><br><br> Please press space as soon as you recall the target.",32,22,8,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",789,1440839,"0.0-789.0","knob","button","knob",NA,NA,NA,17,NA,NA,NA,NA,NA,1,"False","True",0.874543616124306,5,"Correct"
12251,1740,"<h1>cobra</h1><br><br><br> Please press space as soon as you recall the target.",32,22,9,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",793,1445522,"0.0-793.0","coyote","cobra","coyote",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.579578025639824,3,"Correct"
12253,1836,"<h1>bowtie</h1><br><br><br> Please press space as soon as you recall the target.",32,22,10,"CuePresentation",TRUE,"True",3,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",797,1450698,"0.0-797.0","wolf","bowtie","wolf",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.208376515332164,2,"Correct"
12351,6576,"<h1>sink</h1><br><br><br> Please press space as soon as you recall the target.",32,12,1,"CuePresentation",FALSE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",985,1793378,"0.0-985.0","0","sink","drain",NA,NA,NA,7,NA,NA,NA,NA,NA,0,"True","True",0.631240283731934,4,"Omission"
12353,6742,"<h1>toilet</h1><br><br><br> Please press space as soon as you recall the target.",32,12,2,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",989,1803317,"0.0-989.0","desk","toilet","desk",NA,NA,NA,12,NA,NA,NA,NA,NA,1,"False","True",0.427165723387472,3,"Correct"
12355,944,"<h1>skirt</h1><br><br><br> Please press space as soon as you recall the target.",32,12,3,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",993,1807453,"0.0-993.0","blouse","skirt","blouse",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.999999967678032,5,"Correct"
12357,2514,"<h1>shorts</h1><br><br><br> Please press space as soon as you recall the target.",32,12,4,"CuePresentation",FALSE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",997,1813153,"0.0-997.0","kayak","shorts","raft",NA,NA,NA,5,NA,NA,NA,NA,NA,0,"True","True",0.213414433174442,2,"Intrusion"
12359,1025,"<h1>pulley</h1><br><br><br> Please press space as soon as you recall the target.",32,12,5,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",1001,1817765,"0.0-1001.0","crank","pulley","crank",NA,NA,NA,10,NA,NA,NA,NA,NA,1,"False","True",0.999999982961594,5,"Correct"
12361,1741,"<h1>sushi</h1><br><br><br> Please press space as soon as you recall the target.",32,12,6,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",1005,1822521,"0.0-1005.0","sundae","sushi","sundae",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"False","True",0.610210725864509,4,"Correct"
12363,1136,"<h1>wand</h1><br><br><br> Please press space as soon as you recall the target.",32,12,7,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",1009,1827219,"0.0-1009.0","money","wand","money",NA,NA,NA,3,NA,NA,NA,NA,NA,1,"False","True",0.215125963179727,2,"Correct"
12365,1647,"<h1>dagger</h1><br><br><br> Please press space as soon as you recall the target.",32,12,8,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",1013,1831968,"0.0-1013.0","ankle","dagger","ankle",NA,NA,NA,9,NA,NA,NA,NA,NA,1,"True","True",0.180840465787966,1,"Correct"
12367,2270,"<h1>frame</h1><br><br><br> Please press space as soon as you recall the target.",32,12,9,"CuePresentation",TRUE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",1017,1837144,"0.0-1017.0","mast","frame","mast",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.455237418240569,3,"Correct"
12369,1849,"<h1>riser</h1><br><br><br> Please press space as soon as you recall the target.",32,12,10,"CuePresentation",FALSE,"True",4,"","","True","27_8_2023_9_24_17","7t98yd3xe1lo7cx","html-keyboard-response",1021,1841916,"0.0-1021.0","flower","riser","daisy",NA,NA,NA,11,NA,NA,NA,NA,NA,0,"False","True",0.210706341768224,2,"Intrusion"
12444,1471.30000001192,"<h1>cannon</h1><br><br><br> Please press space as soon as you recall the target.",32,4,1,"CuePresentation",TRUE,"True",1,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",121,197653,"0.0-121.0","garlic","cannon","garlic",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.114988934111725,1,"Correct"
12446,3096.59999996424,"<h1>cigar</h1><br><br><br> Please press space as soon as you recall the target.",32,4,2,"CuePresentation",TRUE,"True",1,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",125,203910,"0.0-125.0","flask","cigar","flask",NA,NA,NA,3,NA,NA,NA,NA,NA,1,"False","True",0.485236393705821,3,"Correct"
12448,1092.89999997616,"<h1>banner</h1><br><br><br> Please press space as soon as you recall the target.",32,4,3,"CuePresentation",TRUE,"True",1,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",129,207974,"0.0-129.0","flag","banner","flag",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.616673037290324,4,"Correct"
12450,5104,"<h1>bumper</h1><br><br><br> Please press space as soon as you recall the target.",32,4,4,"CuePresentation",TRUE,"True",1,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",133,215859,"0.0-133.0","tank","bumper","tank",NA,NA,NA,1,NA,NA,NA,NA,NA,1,"False","True",0.337314081016891,2,"Correct"
12554,1567.69999998808,"<h1>muffin</h1><br><br><br> Please press space as soon as you recall the target.",32,14,1,"CuePresentation",TRUE,"True",2,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",337,563163,"0.0-337.0","crumb","muffin","crumb",NA,NA,NA,11,NA,NA,NA,NA,NA,1,"False","True",0.999999975253751,5,"Correct"
12556,2150.40000003576,"<h1>target</h1><br><br><br> Please press space as soon as you recall the target.",32,14,2,"CuePresentation",TRUE,"True",2,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",341,568538,"0.0-341.0","clasp","target","clasp",NA,NA,NA,14,NA,NA,NA,NA,NA,1,"False","True",0.263086746212108,2,"Correct"
12558,3205.70000004768,"<h1>sink</h1><br><br><br> Please press space as soon as you recall the target.",32,14,3,"CuePresentation",TRUE,"True",2,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",345,574683,"0.0-345.0","drain","sink","drain",NA,NA,NA,4,NA,NA,NA,NA,NA,1,"True","True",0.631240283731934,4,"Correct"
12560,1031.30000001192,"<h1>gauze</h1><br><br><br> Please press space as soon as you recall the target.",32,14,4,"CuePresentation",TRUE,"True",2,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",349,578635,"0.0-349.0","shelf","gauze","shelf",NA,NA,NA,2,NA,NA,NA,NA,NA,1,"True","True",0.379523785471593,2,"Correct"
12562,15683.0999999642,"<h1>napkin</h1><br><br><br> Please press space as soon as you recall the target.",32,14,5,"CuePresentation",FALSE,"True",2,"","","True","7_8_2023_13_34_49","7v42p9cqep0nfpd","html-keyboard-response",353,596976,"0.0-353.0","flask","napkin","tinsel",NA,NA,NA,9,NA,NA,NA,NA,NA,0,"True","True",0.433620537301468,3,"Intrusion"
